userID,appid,rating
1846,446000,2
2349,435010,3
393,434790,2
700,647430,5
3418,810640,2
2872,625080,1
2888,549180,3
3829,536040,4
1160,417350,1
434,434960,3
2482,432330,4
57,503950,5
930,658850,4
2494,665040,2
3459,924710,5
629,317380,4
1748,704990,5
2458,616720,5
3781,473470,5
490,887370,5
182,1029860,1
839,412520,4
3343,988430,4
2252,684930,5
3661,598960,5
2515,804870,4
10,612510,5
2579,628110,4
3353,945490,3
2702,437610,2
385,704370,4
1723,1005000,3
891,836480,5
1396,276440,4
3283,960090,4
614,412520,4
317,733500,3
651,573340,5
2407,7600,5
3172,794940,4
1427,235900,2
823,537520,5
2839,289580,2
2983,604300,5
1406,826450,4
2705,374830,4
2658,595280,5
2384,280720,3
187,282400,1
443,495580,2
3032,672710,4
2694,959930,5
2534,260380,1
592,291450,4
3670,906660,5
1488,365440,4
909,575670,4
1498,687640,4
3478,411860,4
2398,39660,5
3929,929910,2
3453,1008510,4
1179,400080,2
179,209950,4
3869,327140,4
523,362620,5
2102,1038240,2
191,561680,4
1212,691910,4
2786,720250,4
398,819910,2
159,523060,5
3739,600280,3
3066,712090,2
901,587070,3
2182,555510,4
650,280930,4
3837,845040,4
804,200150,4
2560,810550,3
2255,746410,4
283,384300,4
3156,810020,4
3916,1630,5
1420,594550,4
2456,697530,5
477,748940,5
1094,323000,5
2016,606790,4
2571,943130,5
1411,575340,5
3220,665960,2
177,416450,3
200,422420,4
490,789680,4
718,921710,4
1580,1005780,4
2137,921420,4
2136,1002850,4
3342,719640,5
895,906740,2
380,691600,4
3808,602180,4
362,1016110,4
3538,929910,4
1807,528640,4
1184,514200,2
1516,936800,5
1795,577490,5
3789,881930,4
610,80200,5
3173,331720,4
2479,1021670,3
3119,590910,1
2413,288270,4
572,326520,5
3735,416340,5
2415,326670,2
1233,620340,5
418,22230,5
2981,517060,4
308,683890,4
128,662780,5
2911,917200,4
2782,661380,5
3011,424850,4
836,679670,4
2278,3980,5
2393,355490,4
927,65400,3
434,46340,1
1343,681990,5
1582,746770,3
2142,696160,2
2181,303860,2
2138,398110,5
2433,528740,5
1208,368770,4
388,938320,3
1934,535270,4
2001,602490,1
2886,445310,3
2132,492230,4
298,268260,3
2882,1032090,4
3639,410770,2
1506,216890,4
2150,1005000,5
1010,351920,4
2458,514530,4
2331,365260,5
493,286300,5
1152,226840,5
585,699740,5
1018,323060,5
3537,253860,4
1092,894340,4
3249,348200,2
54,785930,4
265,701870,4
2391,777770,4
1732,423800,5
266,658400,3
3964,420000,4
150,795140,4
3332,780260,1
3713,873730,4
688,797450,4
3118,489370,4
732,339600,4
3726,356290,4
3779,379530,3
2807,218040,5
1709,884960,5
1357,507490,5
2480,895710,4
587,237470,5
734,404390,4
1159,795140,1
3950,734290,3
1121,291450,5
2600,574170,5
3423,487740,4
1984,243220,4
1450,859960,2
1695,652150,3
2911,473520,4
1618,449070,4
2125,581220,5
3803,661800,4
117,665880,2
1219,821520,3
3464,371520,3
2418,334030,5
516,324190,4
8,798270,4
1683,432640,2
1638,459470,4
3038,363180,4
1544,1055890,5
1385,9710,4
2963,777620,3
3089,18400,2
3543,493380,4
1977,226120,5
2247,779320,4
1278,324680,4
2093,333660,4
580,770100,5
747,351300,2
1838,850230,5
3996,813730,4
632,284100,4
2111,451650,3
3972,405190,3
1427,696410,2
1907,860670,4
848,458200,4
2074,528110,2
2748,423780,5
2675,693580,4
3758,274960,4
3740,911060,2
2868,35600,2
1579,49600,2
2004,553470,4
2416,733800,2
1811,830590,5
428,357310,3
2479,803010,4
3320,958740,3
2053,485980,4
2324,693990,4
888,1020820,5
1290,667870,3
761,351860,4
3076,317720,3
2166,676830,2
2705,767810,5
1053,936170,5
2012,42950,5
2196,474910,3
1363,407190,3
1958,955410,3
671,657790,4
951,733430,4
3820,474730,4
406,573340,5
1800,699990,4
1991,36300,5
1095,887730,4
1323,861850,3
1473,386700,3
75,1500,5
273,410900,4
3585,405900,4
1723,469900,5
3382,593540,5
3240,318090,5
3129,659180,4
3346,2900,5
2193,347790,5
2004,773580,5
2446,488950,5
3690,376140,5
3580,758370,4
2592,791490,3
3997,733500,4
2970,427820,5
792,659860,5
391,780080,4
975,1046030,4
1262,249570,4
3083,340500,4
3936,724470,3
2813,869280,3
2719,839250,1
2953,502570,1
3943,436940,5
10,977840,3
3354,684380,3
2311,894010,3
2172,324090,5
8,416430,3
3409,677340,5
2806,762950,4
409,863840,4
3949,584280,5
3562,892470,5
1506,372490,5
1327,63900,3
1922,727760,3
1954,459220,3
3930,417350,4
2753,801120,2
888,224740,4
1605,630140,1
230,388660,3
2835,281350,5
2394,253670,4
2042,344190,5
2373,616720,1
3323,244830,4
288,514010,5
1177,612470,4
3084,266840,5
1650,290870,3
3387,514080,5
1628,763750,3
62,557460,4
479,115200,4
1998,849620,4
1672,845420,1
534,306640,5
2088,255420,2
3358,2850,3
2819,312370,4
3556,372690,4
71,575670,5
175,12480,4
1761,833370,4
3832,514050,4
1254,497510,3
1824,878680,3
1471,864920,4
545,708120,3
313,425260,5
467,545600,4
2070,625040,5
1881,652390,5
1804,803310,5
1970,510780,4
2513,786990,5
2311,431120,3
3912,289930,5
2663,318440,2
1482,824400,5
2791,108210,5
501,548110,1
1105,858810,5
292,537200,5
1109,9450,2
1531,532800,1
1051,822250,1
1595,464020,5
2473,628090,1
1387,1037950,4
757,861920,5
3254,207710,5
3553,252270,5
1782,640850,4
2879,745750,4
1027,24810,3
388,709510,5
299,420440,4
3981,806950,2
1386,408410,2
3489,271730,5
14,733050,2
3602,372490,4
2193,67000,4
1713,803010,3
895,1011760,5
460,805330,2
2621,969860,5
300,548320,2
953,340570,2
3023,873730,5
2876,411680,4
3439,544990,4
1827,431230,5
527,291170,5
2012,445350,5
2021,247020,5
2229,63500,4
3301,761620,4
570,677340,4
3618,594720,3
2652,670130,5
2403,399670,4
3741,651560,3
531,585830,4
3603,331390,3
110,758990,4
1745,534570,4
329,547120,5
3294,697850,3
2347,869060,4
989,289600,5
588,306930,4
2474,756560,4
3511,496300,5
755,534430,5
139,427240,5
3262,983780,3
1445,503420,5
638,914400,5
455,794710,2
2496,576320,5
1232,893050,4
738,399670,5
1657,520470,3
41,321350,4
1705,850710,4
152,948840,3
179,700660,3
2071,312980,3
1869,352550,5
1846,859960,3
651,427520,5
1809,535230,4
3771,572580,3
75,414260,4
1395,664120,5
439,358460,5
3993,351080,2
1321,307760,4
940,463440,1
1137,400240,5
3041,780380,2
589,1001980,4
1383,717240,3
957,657090,5
1474,567800,4
3562,970660,4
1558,914400,5
1864,813730,4
2841,9340,5
3713,246420,3
1600,3560,1
227,743350,5
1478,428200,3
1494,730950,3
641,692170,5
1325,842190,5
1746,794710,5
3258,47410,5
2491,371620,1
3204,711970,4
3815,289130,4
3895,418910,2
3583,348840,1
2943,363060,4
3981,368980,5
3261,284100,4
396,661970,5
2972,535280,4
2155,252270,4
1597,597200,4
2670,368710,5
2865,294100,5
340,301190,4
3850,562730,5
2716,374450,5
2111,461860,1
2041,628020,5
605,399670,3
3816,940780,4
547,285190,5
16,788020,4
1450,285330,3
3550,348400,3
1972,253860,5
2930,441510,4
2821,227760,5
1448,39540,5
2587,791990,5
3676,984360,4
3555,663170,5
2379,771430,4
3663,427490,4
3247,433830,5
3612,711050,5
2629,224700,5
3698,254080,5
2632,633660,4
997,1004000,5
2062,521700,5
1264,1044770,4
2721,297080,4
223,791970,5
139,11480,5
1037,529610,5
2865,1018720,5
409,288610,4
243,684330,5
535,277450,5
2501,621940,5
917,215770,3
2261,874200,2
3322,706880,2
3294,673620,5
3619,269310,2
3445,502210,4
2485,229970,3
214,738590,4
3713,509600,3
367,307900,3
2242,600430,4
369,967130,5
1976,1021700,4
3048,433830,4
2690,224500,4
2196,312440,4
2701,295590,4
3576,824450,4
2844,887370,3
2945,764550,2
1418,884500,2
1277,606920,5
2412,583590,3
499,695830,4
2239,740100,4
653,678890,3
1265,689170,1
3630,704230,5
1917,209750,4
3156,209750,4
1449,734290,4
1437,934710,4
1071,801120,5
270,495600,5
1564,73060,5
3835,785850,4
2750,349720,4
940,298030,2
2792,684410,3
1715,448310,4
2928,803010,4
3292,874880,4
2662,386070,5
2607,811520,5
2803,859180,4
3294,798270,5
2575,711570,5
2050,476670,3
3137,348740,4
353,622310,5
576,435600,5
3411,576120,4
2645,719310,5
3272,450190,5
3005,602180,2
819,352760,5
504,922530,5
1125,996050,4
1811,580040,4
468,709940,3
2511,913960,5
1565,433210,2
3856,513720,4
2595,3960,3
2896,217200,4
3482,271360,4
1969,302470,5
2840,696110,5
206,340570,3
3628,612310,4
2393,755320,5
2998,948770,3
2028,271550,2
2029,377890,2
148,757210,2
759,1012830,5
2410,788210,1
3387,935240,2
1065,377500,4
3788,785750,4
1285,266130,4
1455,854560,4
487,489370,2
3569,862190,5
1857,405340,4
3586,556120,5
830,450140,5
1534,467370,5
1339,392620,2
3707,588890,5
520,651560,5
3550,20550,4
1579,98900,5
1,780440,2
365,701380,3
3721,466040,5
1053,821060,4
1920,469900,3
3907,697530,5
1732,849790,5
377,461850,1
1987,534360,5
1016,658760,3
1792,58520,1
3371,368470,5
1843,463980,3
2647,629650,4
3966,9450,4
1406,450150,5
188,837930,5
316,368640,4
2746,383540,3
2645,263860,3
2994,659560,5
1502,509910,5
3660,546800,4
1269,802130,5
2768,389690,4
3063,205870,5
1147,930600,2
368,366210,3
1220,694830,5
2193,539050,5
1809,304580,5
112,840730,3
1273,790930,3
3343,346210,1
2177,369370,4
1461,878620,2
3713,758370,5
3132,340150,5
3543,951220,4
2592,244090,5
3272,819160,4
3240,285350,5
3607,822250,4
33,352550,4
3861,581060,2
2877,697960,5
1683,398810,1
772,769640,3
3573,383330,2
2682,15380,5
845,345580,4
1658,662780,5
172,559910,3
265,686570,5
3562,708950,4
3481,243950,2
922,436850,5
2550,792660,4
1361,861720,5
2056,386070,3
3515,1630,2
2530,996050,4
3962,935960,1
234,849070,5
1338,11560,3
1638,363180,5
1786,33670,5
971,671290,3
3765,301930,5
1990,456160,3
3622,37220,4
1129,509580,4
2421,717370,5
3563,782140,2
3991,474730,3
2553,910450,4
1971,1017480,1
421,671620,5
1176,340210,4
2748,70620,4
324,34640,5
696,64000,5
198,400240,4
3391,363150,5
346,686260,5
3795,590870,3
1119,36300,4
1506,7600,4
2397,375760,4
2298,749600,4
184,351080,5
1447,803310,4
3140,3900,4
3175,444330,3
2543,805330,1
5,859440,2
1366,351330,5
1285,353260,5
158,975660,3
3517,1048470,2
3074,352370,3
2543,767300,5
1797,722990,5
1887,771820,4
2741,1600,5
432,858860,2
3121,3590,5
2527,749600,4
252,463170,2
1739,604040,1
2155,693400,4
2716,724740,5
3610,690830,2
141,1045300,4
2009,1028570,5
2394,412130,4
2592,445430,2
885,710880,4
3591,12530,5
1579,544790,4
2294,797310,4
3930,845510,5
2295,310470,5
2843,1600,5
3961,970200,5
3255,282680,4
2802,248170,5
1847,516010,3
1357,207250,5
1408,474830,4
3457,370920,5
934,314760,5
3441,787710,3
3637,670490,5
3188,552240,4
3155,642770,4
896,585270,4
1123,324520,4
2795,384900,2
333,544420,1
778,532800,5
1102,326670,4
703,218090,5
740,20540,4
261,920780,5
2564,744450,4
1612,446000,3
3603,450290,1
3620,37030,3
1004,841320,4
716,910320,2
1197,711050,5
236,497150,5
2631,200550,5
3984,709550,3
2161,469900,3
1139,431860,2
1647,644390,4
2640,325180,5
3912,914450,4
367,860390,5
3405,832380,2
2352,821320,5
2551,332490,2
3723,449770,5
3411,955070,4
3355,421030,4
3163,274920,3
2897,814870,5
247,662540,3
1422,564330,2
1644,666010,4
1641,660160,4
3154,538560,5
794,643980,4
2338,306200,4
1557,384660,2
3744,473560,4
1555,381120,4
3840,516890,3
1792,871580,2
874,846050,5
921,358340,2
947,577230,4
242,313660,4
1709,319740,2
411,767960,5
239,466730,5
443,851820,5
2360,342860,5
2443,306640,4
3334,271730,4
3660,700570,4
2404,582210,4
2647,921630,4
3299,334300,4
1394,215770,5
2907,779190,4
2536,339400,4
3286,2850,4
357,228200,2
3187,769690,4
3202,418910,3
1469,406080,5
3239,863210,4
3226,3230,2
79,577230,4
2874,558050,1
1512,600500,2
3728,547880,4
1273,445310,2
2619,453690,5
114,886600,2
1350,673540,2
795,449770,5
2634,735520,5
3275,301190,5
3933,399670,3
3068,285310,4
201,323060,2
1337,818030,5
2766,98200,4
3955,695810,4
3047,544420,5
588,275310,2
1310,555180,4
718,527960,5
3766,306020,5
1379,389680,4
3342,621070,1
3050,950910,5
2348,411600,5
281,39540,4
3831,573790,3
1654,433210,5
2863,654660,4
1317,734980,5
3674,708930,5
2716,375620,5
2814,263180,4
2214,503210,4
3676,613670,5
561,515230,4
1369,863420,5
1061,647050,5
770,904770,2
671,582210,4
3393,730420,4
2281,968470,5
3093,606920,3
3980,3960,4
3018,70600,4
674,348200,5
1030,602160,4
3070,434790,5
1450,838640,5
2911,690670,4
1109,872680,5
125,648340,5
617,434090,4
702,720250,5
3988,593090,5
465,439930,4
2302,614030,4
798,705120,5
2494,456690,5
187,377900,4
3505,798670,4
2920,753110,2
2507,674960,4
399,906740,5
3166,305640,5
2671,798790,3
2348,487030,4
2356,377880,5
67,291860,1
1749,268870,5
1502,797330,4
1970,324190,4
1662,404390,1
1867,744450,5
2942,498550,1
2067,996380,5
3611,311060,1
622,275830,5
713,709250,5
1259,355980,4
3667,554920,3
377,979290,4
3729,598810,5
3196,226120,5
3010,951220,3
2590,317940,5
884,709240,4
2557,538920,5
211,115220,5
2595,18600,5
1580,742990,2
3981,818030,5
413,354820,4
3008,709470,2
3686,547920,3
3761,431700,1
624,306640,5
2166,312020,2
3932,205530,4
3519,467520,5
2140,914700,4
3405,414770,5
1233,581740,2
3279,686900,4
1471,733800,4
919,854890,2
2770,359920,5
2613,279740,2
1903,566050,5
3196,394310,5
692,691190,5
1609,42950,4
3760,541230,5
1737,203350,4
1078,485620,2
2010,46710,5
2417,477170,4
61,848780,4
1363,37300,4
3270,370070,3
736,883010,5
1846,892960,1
1106,903740,2
1918,889080,5
3795,237350,3
2106,993360,5
665,470310,4
1000,479100,2
3286,1032090,2
3437,439340,5
135,816030,4
1951,628890,5
821,796760,4
863,522090,4
2910,439960,4
3160,485440,2
3644,274980,5
541,666800,1
708,270850,3
699,337220,5
3271,748010,4
2051,772070,5
2066,6810,1
1043,944770,5
3602,412520,4
3841,824300,4
1503,589640,2
1568,278810,5
2627,401210,3
958,371190,3
2517,432250,4
95,503950,4
67,585820,1
1414,1011970,3
1570,463980,5
1032,267980,4
2919,1055890,5
2218,572520,1
156,336530,5
1574,770020,5
3814,291860,3
1779,971740,4
1617,749870,5
2017,485450,2
2586,936040,5
3196,952850,5
1970,897550,5
1602,416210,3
1540,946790,3
2140,782410,4
2952,693650,5
