userID,appid,rating
778,689270,3
314,922450,4
3480,244090,4
1070,17710,2
1075,20540,5
482,689020,4
25,791570,5
1356,555180,1
2370,226840,4
2667,202710,5
1871,977840,5
1170,513630,2
1272,575670,1
1591,58400,5
2612,521800,4
3246,961230,2
3104,1028730,4
1530,867620,5
1300,361020,5
899,753950,5
2717,289070,4
1288,739940,3
2653,815240,5
3151,567200,4
733,349840,2
834,715520,4
2325,448080,5
59,665350,4
82,34630,5
741,502730,5
1192,863210,4
2533,938310,5
465,935960,1
2915,354560,2
3842,965300,5
52,1014890,1
3099,832530,4
2088,562470,2
3177,483820,5
2068,820530,4
2487,916120,5
2177,451700,3
1156,476930,4
3335,416070,4
981,833370,4
1208,397350,2
575,804430,5
3687,380210,5
3763,854860,4
113,267340,5
3243,411310,4
1773,343090,3
3838,422210,5
2124,851670,4
3458,910320,4
2696,347580,4
1122,501270,4
1851,766110,4
1619,439960,5
3014,384550,5
2318,964130,5
197,955600,5
1559,802490,4
1888,709470,2
3093,649900,1
2380,214150,1
772,833640,4
2650,804430,5
1875,385060,1
962,299070,3
499,450140,5
657,454570,5
3482,721380,4
3288,15400,4
2242,475470,5
2115,339210,5
2424,92100,4
3598,412130,4
3497,42960,4
2020,994400,3
3975,583190,4
632,709250,5
3122,384920,4
3114,770020,4
1634,394310,5
1357,611040,4
2941,889730,3
1874,646150,4
2546,469600,5
1964,909630,5
3655,867420,5
3099,713340,5
1495,398110,5
2407,715280,4
1690,378510,2
2460,232890,2
2434,338980,5
3548,96900,4
1282,606300,2
639,628110,5
2044,429060,4
19,932920,4
2210,293960,4
3788,943810,5
1736,461690,5
3672,253670,5
3148,463250,5
145,485080,4
353,994400,3
1578,396320,4
980,18470,3
3205,736510,4
2735,375910,3
921,887370,4
3294,713100,4
2763,581740,5
2288,870010,4
186,564470,1
3977,238890,5
3645,529130,1
1634,416800,2
496,42810,3
3272,293940,2
1408,804460,1
469,770740,5
1621,389680,4
1475,258050,5
3380,398640,3
3840,206410,4
692,304670,3
3741,237470,3
2884,287580,4
2953,283270,5
2943,485730,5
2912,761170,1
365,870690,3
2151,470310,4
3020,970810,2
2856,459630,3
2697,209950,2
3088,691690,2
2728,293940,4
