userID,appid,rating
288,985820,5
175,603330,5
3351,591960,1
1609,424060,3
2760,769940,3
2609,265120,5
3855,696160,4
546,314320,5
1458,908500,3
3756,448630,5
1561,447100,4
39,564470,4
2306,25990,5
3426,268870,3
747,935030,4
414,397770,2
44,985020,4
1233,439340,4
1983,991430,4
1579,820760,5
3257,424870,4
3018,446460,1
3118,299440,5
1419,613590,5
1294,458410,5
1090,1006170,1
65,869180,5
3148,489520,2
2451,61520,4
3657,979300,3
583,711460,5
3098,781260,5
861,788420,4
2234,618350,4
3775,670820,2
2638,606300,5
2097,787690,5
2277,1024440,5
3463,57650,3
1248,263600,5
3100,560600,1
3203,869560,4
1474,312440,4
3664,318090,2
778,374380,4
2237,48950,5
952,638200,4
1395,886600,3
607,820600,5
1258,892470,2
2302,845970,4
240,420270,4
1470,245370,4
1242,767460,3
1915,1009070,4
3759,628080,2
2018,846130,5
3076,326630,2
1022,771400,4
417,876860,4
1640,245620,3
766,510780,4
1334,1048470,5
2414,842190,5
1586,719140,5
3969,362290,5
2770,463530,5
950,400110,3
2342,641860,5
3664,949710,4
3722,641870,5
1698,460230,5
1548,632000,4
2125,374830,2
3053,809830,5
2664,336300,3
3817,475550,5
2818,781260,4
862,793760,5
776,399880,1
671,979060,2
180,475470,5
3428,9340,4
1210,711970,5
2286,361280,4
708,310070,1
1620,593970,3
3913,227900,4
865,277630,4
593,994220,5
3229,746540,1
1179,282680,2
2692,795940,5
3323,310490,5
1083,681330,4
3731,443420,5
1107,377900,5
193,280380,5
3758,633930,2
2625,494670,5
701,228960,5
3097,428800,5
2428,365190,4
9,724740,4
2877,839370,2
2406,581060,3
293,513820,3
2081,1019250,5
3089,243950,4
2463,851930,4
1439,666800,4
1764,351720,4
2903,432870,4
2688,376410,4
3607,606790,4
520,637940,5
778,815260,4
573,783590,3
3405,635200,4
2658,936170,3
3119,12460,1
2333,569350,5
3090,612520,3
2038,834050,3
3442,657500,3
3841,464020,5
2705,296240,3
3758,324400,5
3189,628030,4
3479,448620,4
1402,258050,4
2606,965310,5
505,227900,5
2836,827670,2
3469,566350,4
3819,599160,3
1586,785740,4
139,405340,5
641,900050,4
2381,686260,2
123,207670,5
3883,849070,4
1807,898530,4
2122,544390,4
2036,246110,5
1538,453130,4
1138,517170,5
2235,702080,5
2609,310490,4
595,343360,1
404,733500,5
78,887740,2
3626,308380,4
2103,956350,5
506,697450,2
3542,612510,5
554,956010,1
724,300320,4
739,638900,4
2440,6800,5
