userID,appid,rating
955,414370,5
1249,674960,5
1371,535230,5
3715,1011760,5
1322,707450,2
1912,943440,2
2883,777380,4
2616,429680,5
3123,383720,5
3746,850910,5
3708,432640,5
2215,378720,4
3443,751950,4
931,979560,4
2514,821520,5
1472,579040,4
1858,432290,3
3516,871930,5
1832,934710,2
2452,837950,3
3180,590560,4
1482,845460,3
55,621930,4
2256,47400,4
850,517270,5
1875,1055140,5
6,705640,3
2473,24480,4
946,944830,4
3592,24790,3
2177,317380,3
3286,965320,5
3431,92800,3
226,870520,2
1275,351330,1
2499,679430,4
3864,463170,5
3988,240720,4
1600,488960,3
1676,899020,5
878,933970,5
3024,453130,3
1690,696410,4
3656,474830,4
1364,357700,4
656,383540,3
3698,657790,3
626,693580,5
1602,387370,5
2576,314330,4
1138,511820,5
3104,786710,4
173,427490,4
2226,70900,4
2571,227760,4
2684,322910,4
679,22130,4
1997,721090,5
2787,803010,5
1478,65530,3
417,423800,3
3750,899020,4
135,697000,1
137,570590,4
2719,664290,5
1815,98200,4
3849,415480,5
1506,1024440,3
2746,1048470,5
2393,746620,5
2570,800290,3
2342,274960,4
3320,378110,3
1011,350210,3
1542,739720,4
2644,284100,4
1452,37340,5
188,920780,4
473,806970,3
2109,624460,5
3140,712230,5
1698,347230,2
1895,508300,4
1877,431230,5
3299,929910,3
1070,338980,2
2528,474890,4
3158,707860,1
2728,598330,5
48,861850,4
2906,343280,4
3130,602090,3
2335,832690,4
2130,676910,5
1979,207250,5
1564,376450,4
3616,621810,3
2005,956060,5
2720,742010,1
1531,350210,4
109,846130,5
523,569480,4
1349,559450,3
1914,486640,3
1678,1005780,5
315,1036950,5
2539,573410,3
728,7530,5
1468,868410,3
2429,584280,4
1757,513990,5
2270,363960,4
857,609410,4
3552,724510,5
1999,46270,2
126,286000,4
1972,937640,4
2660,566140,3
1116,707770,1
471,576370,2
2596,907270,2
3670,551860,4
3759,785940,2
936,669390,5
1709,618990,4
1839,746540,2
64,525330,1
1026,404200,1
1129,285310,2
1893,375460,4
1315,320430,5
2176,983820,3
1385,3130,3
982,942050,4
1074,463470,4
3154,693400,5
19,386330,5
1599,73060,5
3200,881820,5
2432,937920,5
3465,965240,2
2665,342500,4
1421,363050,5
2846,536890,4
1172,778250,4
3845,427780,5
2357,998150,5
303,392620,4
1571,934970,4
205,490910,5
134,314950,2
1054,500690,4
1877,955410,5
2822,370160,3
957,504750,3
1096,684650,5
90,502230,4
1096,502480,5
2230,652520,2
216,319740,3
2902,531680,2
3195,763090,3
974,603150,5
8,254960,1
1552,777090,4
2747,365480,3
378,287980,3
928,485740,2
3277,448620,4
614,408860,4
2597,980880,5
3658,843080,5
1680,550360,2
514,652150,2
1456,423800,1
3093,716100,5
1549,450290,2
1753,793260,4
822,277630,5
1648,936930,5
2838,577230,5
3742,803220,5
979,537050,3
1064,275530,5
2525,863280,3
1639,578870,4
1412,9310,3
1847,752640,4
3680,739850,5
3633,825600,3
228,294100,5
2917,803010,5
3833,372080,4
3216,1007080,3
2580,956350,5
3062,329280,4
3097,438730,2
3408,662950,4
2421,613120,5
1371,550740,5
435,791990,3
413,322850,3
3645,935910,5
1641,859990,2
1203,619380,5
3313,285090,5
985,641870,5
2795,560010,3
1435,485460,4
2551,252390,1
921,505140,4
2079,377530,5
3297,306640,3
1334,341950,4
2978,58400,5
846,861770,1
376,312280,4
2065,873980,3
2251,537200,4
642,294020,5
610,453820,3
453,422210,4
328,576320,5
1760,904890,4
2309,687640,3
2968,531530,4
3971,996830,5
2557,553470,4
417,318090,2
3543,715520,5
2799,375910,3
582,411120,4
3319,100980,5
3138,419080,4
3731,416450,3
3415,328440,1
2470,347520,4
2266,356570,5
2446,358750,4
2785,370020,4
1384,750660,5
1185,396800,5
331,357780,3
932,459610,3
468,416070,4
740,339400,5
1309,783590,5
2908,667040,4
3002,25990,4
2500,977430,4
656,466560,4
1265,666050,1
3686,61500,4
1548,850230,4
2427,846490,5
1189,836760,4
1912,593030,4
64,603850,4
1919,361130,5
1338,538560,2
3566,529870,5
3166,698540,3
289,97330,4
2543,1058590,4
1189,867420,5
223,496380,4
1852,1005930,1
3756,33670,4
3104,586920,4
3794,680970,4
2449,531110,5
1676,745750,4
2265,816030,4
3137,294830,3
610,528640,5
2888,392470,4
534,454060,5
123,341470,4
1452,643600,4
958,418250,4
1243,1006800,5
3426,940290,4
1886,339210,5
3605,200990,4
