userID,appid,rating
2620,323250,1
1127,495010,3
3017,312020,5
3655,971740,2
1729,63900,1
896,470310,4
109,1011470,3
2662,970650,4
1840,540230,5
27,376410,5
1394,540150,3
3921,628110,2
1557,304670,4
1409,521090,5
2989,804870,4
3986,688070,2
1201,666730,4
2886,262610,1
934,557190,5
3504,470450,5
1557,540180,4
3417,671560,3
1456,443810,5
2875,266130,4
701,944630,5
670,809460,4
3791,1000810,3
1329,236850,3
132,596280,4
272,445310,5
2324,594550,3
2045,709240,5
2634,803720,2
572,496730,5
2208,517780,5
1755,713440,4
567,892470,4
3096,217200,5
627,376760,5
1730,252270,4
2441,820530,4
3978,991100,5
48,328080,5
2200,523060,5
1394,323630,3
648,797440,1
2958,519020,5
3121,400230,4
436,573410,5
2080,428800,3
3124,378360,4
3190,936930,5
2454,609940,4
459,668830,5
3407,585270,3
987,1029860,5
351,850910,5
3116,940800,5
526,833110,5
677,521560,4
2485,751200,5
3805,955260,5
2826,431770,5
1635,683440,4
2120,794940,2
921,252690,4
2410,993360,3
903,6840,2
2585,244090,3
3709,63500,5
291,905370,3
2741,849790,3
542,1051500,4
996,828090,5
780,301190,2
1766,658400,4
1913,235250,5
2647,306630,2
2983,633660,5
448,500190,3
2197,791570,2
752,540860,4
3582,273070,4
3529,982860,2
2672,956350,5
3970,299440,5
3477,480500,3
1990,844250,3
1643,243970,3
9,704460,3
3212,799620,3
2854,998150,5
1994,371520,3
892,243950,4
2221,248170,5
235,225420,4
2060,938310,3
3936,887740,2
762,260530,4
2766,476930,4
3857,1043160,3
2436,201290,4
1718,1021690,4
3829,515260,3
2934,593540,3
1622,347400,5
1229,801870,4
3080,268260,1
2545,1015250,5
301,951260,3
1087,349450,5
3609,260930,5
1514,550740,3
3416,965460,5
2506,935860,1
3347,994930,3
2718,312440,5
551,521090,2
439,991100,3
1155,445020,5
834,520470,4
1029,226960,2
1735,537800,1
1367,347260,4
1073,378360,5
2260,758790,4
459,273030,5
2831,365480,4
3419,676830,4
607,762650,2
1263,671440,5
3261,201490,5
861,501500,5
1449,1007080,5
1665,371360,5
970,380100,5
3321,398640,5
102,400660,5
1361,733500,5
3540,499370,3
3226,318230,4
159,824070,3
3345,806020,4
3361,463440,3
2704,420970,4
1142,262490,5
1144,654800,4
1638,949150,4
114,329070,5
1070,400180,4
1088,200370,2
1780,647960,5
1285,773490,4
2095,329630,4
2362,416080,3
2904,772440,1
3792,952850,5
3852,427250,4
287,619150,4
2718,340960,5
1231,886370,4
1673,613120,4
1212,994220,2
1723,688620,5
3698,395350,4
1233,724090,4
2,579040,3
1761,606010,4
1812,449100,4
3252,388600,5
1163,908070,5
2537,626600,2
3900,476530,5
921,429390,2
190,494720,5
2504,268500,4
3630,422910,5
1573,863420,4
605,4870,5
3525,315680,5
897,397320,5
2851,911760,4
2284,501270,5
498,801120,2
1904,938320,5
2439,599010,5
3652,782410,4
2947,883270,4
3715,977430,4
652,832380,4
3080,497850,5
1136,919160,4
980,535280,4
2923,552030,3
1376,601490,5
331,355120,3
1569,370050,5
264,738440,4
2223,816590,4
848,745970,4
3154,33570,5
3136,690240,4
3862,655580,3
1598,744450,4
3010,973350,5
3678,455230,4
1118,772070,4
1593,628070,5
3270,720000,5
3443,819160,5
2549,944630,1
1614,1019250,5
344,761030,2
1892,404200,2
1553,614100,3
1339,628890,5
1553,540250,5
3408,748730,3
336,823600,1
2210,228440,5
1434,459680,5
3200,202690,5
3890,497850,3
84,369530,3
1940,327910,4
893,815240,5
3142,676620,3
2488,328080,5
671,589640,2
106,591790,4
3720,684570,4
2929,428200,2
2829,491330,2
3165,576380,5
2460,337850,5
2319,204560,4
1755,679430,2
2653,637920,1
1721,857890,2
3936,667690,4
3395,805480,5
1784,397390,5
3955,528450,4
3767,952120,5
1905,771430,5
2427,526890,4
1006,290790,3
1847,493110,5
2335,688500,4
2025,611630,3
869,658660,5
1395,542770,5
2873,537050,4
2117,416680,2
2950,724470,4
3106,488660,5
2646,859180,4
71,299260,3
1657,492530,4
2383,676720,4
2175,643960,4
3056,982860,4
2879,797450,3
1030,466780,2
789,596280,2
2195,410970,3
3026,846370,3
2415,928160,4
412,422610,3
1479,400660,4
2901,944630,2
187,235360,4
2857,342560,4
3084,859440,2
51,549180,4
1805,636620,3
211,504450,5
1957,327140,5
1642,860320,2
2579,233310,3
3323,1014900,5
349,499560,2
3132,740100,4
3239,461860,5
1559,793260,5
1218,761040,4
2544,246420,4
3032,307560,5
852,445310,3
333,374450,3
2261,271550,3
1674,793260,5
1925,560350,1
1181,546870,5
1860,266030,5
3785,521130,5
2561,427610,4
2231,460970,4
3721,521690,5
293,245050,3
1260,1039060,5
1799,340880,4
1246,718240,5
2050,955900,4
330,201490,5
3009,606230,4
106,296970,3
2762,35300,5
2754,528110,4
3126,397060,4
2669,781890,5
744,772070,4
2015,296590,4
1673,623170,4
429,377880,4
2842,866400,3
3872,715800,5
2254,102600,4
1289,504280,4
3974,719640,5
3379,1670,5
2223,809410,4
769,914220,4
3099,872550,4
3113,227920,3
2250,347520,5
1795,847630,2
3987,486640,5
1273,983980,1
1672,299340,3
3447,326520,4
482,370920,4
2936,562230,4
1120,739050,5
1935,493080,4
593,694500,3
2456,888610,5
560,263180,3
3236,738580,4
3227,887730,3
11,546900,5
3431,857330,5
1830,953920,4
1362,986100,5
1546,799890,5
3562,415300,5
979,1055890,4
3507,732470,1
3051,828090,5
3324,691600,4
2719,369370,4
152,342560,4
2418,621930,5
3581,779760,2
3730,801660,1
591,731690,5
3973,371190,2
3202,521560,4
2838,711120,4
3489,615630,5
3520,943440,4
1298,854120,5
148,260380,3
2804,554660,5
3059,295630,4
404,308270,4
2843,573790,5
189,610080,5
1202,662950,4
597,493380,4
2319,401910,3
324,693580,4
987,870690,5
587,469800,4
1041,804900,3
39,815280,5
2776,974070,3
1810,647740,5
1226,754120,5
1872,577000,3
1576,845690,2
1563,1055970,4
1212,567130,1
3400,709250,3
2319,222750,5
3053,869280,5
3699,552910,5
943,656210,3
779,502570,5
2953,353260,4
3701,201010,4
1806,70640,4
3000,347790,2
1209,613850,5
720,431680,2
2210,672670,4
3742,531510,5
1053,844490,5
1209,632000,5
1919,273030,2
3959,461860,5
2967,711050,5
3296,1001980,4
3239,708120,1
2198,340360,4
2756,517270,4
3369,681330,2
958,824620,1
3622,1011860,4
2499,457450,4
2603,814620,5
1238,727570,2
186,108200,4
2018,330620,2
3635,951220,2
1859,680070,5
3044,956010,4
3041,371200,5
2683,307430,5
2522,727460,5
1146,65790,5
890,784150,4
968,667920,2
2809,674130,4
2642,663170,2
1131,416030,5
3888,799180,2
869,36310,2
1367,492850,5
3224,1019920,3
3399,993990,3
885,471170,4
605,3170,3
593,346810,4
3271,396090,2
3549,46260,2
1468,485460,4
65,395900,3
520,747230,4
3055,252270,4
3187,667000,4
447,795230,4
3873,207730,5
3723,919220,4
2636,62100,2
1962,716850,4
443,858040,5
1817,269470,5
1320,365190,2
1127,978290,5
1561,937690,3
2071,763750,2
2875,327910,5
2667,985500,5
881,763270,4
936,735530,4
1858,712230,4
390,592060,4
2725,509400,4
626,831710,2
3407,289440,2
396,682500,5
2279,245620,4
2301,1011970,4
501,732470,4
2726,750450,5
2954,227900,5
2460,591960,4
2368,886900,3
2690,845110,3
444,653050,5
1506,328600,5
2352,462130,5
3462,1011070,5
3353,1000100,1
3806,525080,1
1120,586150,5
1438,6200,3
587,1028480,5
286,358340,5
3981,61500,2
2173,449780,4
1859,636740,3
1277,610080,5
2325,289200,5
638,374940,5
204,285110,3
2712,753950,4
1811,736390,3
3093,899180,2
1761,323000,3
2780,851710,4
1264,214360,3
2455,235400,1
1235,445430,5
3131,510110,3
492,7650,4
